file	original_loc	target_rust_path	status	agent_id	started_at	completed_at	notes
pcsx2\GS\Renderers\Vulkan\VKBuilders.h	313	rust\translations\pcsx2/GS/Renderers/Vulkan/VKBuilders.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKEntryPoints.h	16	rust\translations\pcsx2/GS/Renderers/Vulkan/VKEntryPoints.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKLoader.cpp	113	rust\translations\pcsx2/GS/Renderers/Vulkan/VKLoader.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKLoader.h	81	rust\translations\pcsx2/GS/Renderers/Vulkan/VKLoader.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKShaderCache.cpp	596	rust\translations\pcsx2/GS/Renderers/Vulkan/VKShaderCache.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKShaderCache.h	77	rust\translations\pcsx2/GS/Renderers/Vulkan/VKShaderCache.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKStreamBuffer.cpp	271	rust\translations\pcsx2/GS/Renderers/Vulkan/VKStreamBuffer.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKStreamBuffer.h	44	rust\translations\pcsx2/GS/Renderers/Vulkan/VKStreamBuffer.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKSwapChain.cpp	575	rust\translations\pcsx2/GS/Renderers/Vulkan/VKSwapChain.rs	pending				
pcsx2\GS\Renderers\Vulkan\VKSwapChain.h	87	rust\translations\pcsx2/GS/Renderers/Vulkan/VKSwapChain.rs	pending				
pcsx2\GSDumpReplayer.cpp	340	rust\translations\pcsx2/GSDumpReplayer.rs	pending				
pcsx2\GSDumpReplayer.h	22	rust\translations\pcsx2/GSDumpReplayer.rs	pending				
pcsx2\Hardware.h	13	rust\translations\pcsx2/Hardware.rs	pending				
pcsx2\Host.cpp	331	rust\translations\pcsx2/Host.rs	pending				
pcsx2\Host.h	153	rust\translations\pcsx2/Host.rs	pending				
pcsx2\Host\AudioStream.cpp	689	rust\translations\pcsx2/Host/AudioStream.rs	pending				
pcsx2\Host\AudioStream.h	214	rust\translations\pcsx2/Host/AudioStream.rs	pending				
pcsx2\Host\AudioStreamTypes.h	66	rust\translations\pcsx2/Host/AudioStreamTypes.rs	pending				
pcsx2\Host\CubebAudioStream.cpp	327	rust\translations\pcsx2/Host/CubebAudioStream.rs	pending				
pcsx2\Host\SDLAudioStream.cpp	127	rust\translations\pcsx2/Host/SDLAudioStream.rs	pending				
pcsx2\Hotkeys.cpp	334	rust\translations\pcsx2/Hotkeys.rs	pending				
pcsx2\Hw.cpp	306	rust\translations\pcsx2/Hw.rs	translated			2026-06-19T05.14.26	agent-batch-003
pcsx2\Hw.h	304	rust\translations\pcsx2/Hw.rs	translated			2026-06-19T05.14.26	agent-batch-003
pcsx2\HwRead.cpp	362	rust\translations\pcsx2/HwRead.rs	pending				
pcsx2\HwWrite.cpp	441	rust\translations\pcsx2/HwWrite.rs	pending				
pcsx2\ImGui\FullscreenUI_Internal.h	485	rust\translations\pcsx2/ImGui/FullscreenUI_Internal.rs	pending				
pcsx2\ImGui\FullscreenUI_Settings.cpp	5955	rust\translations\pcsx2/ImGui/FullscreenUI_Settings.rs	pending				
pcsx2\ImGui\FullscreenUI.cpp	3574	rust\translations\pcsx2/ImGui/FullscreenUI.rs	translated	agent-batch-fillin-002	2026-06-19T05.29.11	agent-batch-004-005
pcsx2\ImGui\FullscreenUI.h	56	rust\translations\pcsx2/ImGui/FullscreenUI.rs	translated	agent-batch-fillin-002	2026-06-19T05.29.11	agent-batch-004-005
pcsx2\ImGui\ImGuiAnimated.h	89	rust\translations\pcsx2/ImGui/ImGuiAnimated.rs	pending				
pcsx2\ImGui\ImGuiFullscreen.cpp	3034	rust\translations\pcsx2/ImGui/ImGuiFullscreen.rs	pending				
pcsx2\ImGui\ImGuiFullscreen.h	297	rust\translations\pcsx2/ImGui/ImGuiFullscreen.rs	pending				
pcsx2\ImGui\ImGuiManager.cpp	1270	rust\translations\pcsx2/ImGui/ImGuiManager.rs	pending				
pcsx2\ImGui\ImGuiManager.h	99	rust\translations\pcsx2/ImGui/ImGuiManager.rs	pending				
pcsx2\ImGui\ImGuiOverlays.cpp	1584	rust\translations\pcsx2/ImGui/ImGuiOverlays.rs	pending				
pcsx2\ImGui\ImGuiOverlays.h	40	rust\translations\pcsx2/ImGui/ImGuiOverlays.rs	pending				
pcsx2\INISettingsInterface.cpp	322	rust\translations\pcsx2/INISettingsInterface.rs	pending				
pcsx2\INISettingsInterface.h	56	rust\translations\pcsx2/INISettingsInterface.rs	pending				
pcsx2\Input\DInputSource.cpp	432	rust\translations\pcsx2/Input/DInputSource.rs	pending				
pcsx2\Input\DInputSource.h	68	rust\translations\pcsx2/Input/DInputSource.rs	pending				
pcsx2\Input\InputManager.cpp	1607	rust\translations\pcsx2/Input/InputManager.rs	pending				
pcsx2\Input\InputManager.h	260	rust\translations\pcsx2/Input/InputManager.rs	pending				
pcsx2\Input\InputSource.cpp	135	rust\translations\pcsx2/Input/InputSource.rs	pending				
pcsx2\Input\InputSource.h	56	rust\translations\pcsx2/Input/InputSource.rs	pending				
pcsx2\Input\SDLInputSource.cpp	1586	rust\translations\pcsx2/Input/SDLInputSource.rs	pending				
pcsx2\Input\SDLInputSource.h	89	rust\translations\pcsx2/Input/SDLInputSource.rs	pending				
pcsx2\Input\XInputSource.cpp	560	rust\translations\pcsx2/Input/XInputSource.rs	pending				
pcsx2\Input\XInputSource.h	96	rust\translations\pcsx2/Input/XInputSource.rs	pending				
pcsx2\InterpRs.cpp	0	rust\translations\pcsx2/InterpRs.rs	translated	agent-batch-fillin-002	2026-06-20	synthetic aggregation of R3000A+R5900+Interpreter sources
pcsx2\Interpreter.cpp	586	rust\translations\pcsx2/Interpreter.rs	pending				
pcsx2\IopBios.cpp	1275	rust\translations\pcsx2/IopBios.rs	translated	agent-batch-fillin-002	2026-06-19T05.14.26	agent-batch-003
pcsx2\IopBios.h	66	rust\translations\pcsx2/IopBios.rs	translated	agent-batch-fillin-002	2026-06-19T05.14.26	agent-batch-003
pcsx2\IopCounters.cpp	649	rust\translations\pcsx2/IopCounters.rs	translated			2026-06-19T05.14.26	agent-batch-003
pcsx2\IopCounters.h	57	rust\translations\pcsx2/IopCounters.rs	translated			2026-06-19T05.14.26	agent-batch-003
pcsx2\IopDma.cpp	229	rust\translations\pcsx2/IopDma.rs	pending				
pcsx2\IopDma.h	29	rust\translations\pcsx2/IopDma.rs	pending				
pcsx2\IopGte.cpp	2550	rust\translations\pcsx2/IopGte.rs	translated			2026-06-19T05.14.26	agent-batch-003
pcsx2\IopGte.h	31	rust\translations\pcsx2/IopGte.rs	translated			2026-06-19T05.14.26	agent-batch-003
pcsx2\IopHw.cpp	96	rust\translations\pcsx2/IopHw.rs	translated	agent-batch-fillin-002	2026-06-19T05.14.26	agent-batch-003
pcsx2\IopHw.h	279	rust\translations\pcsx2/IopHw.rs	translated	agent-batch-fillin-002	2026-06-19T05.14.26	agent-batch-003
pcsx2\IopIrq.cpp	42	rust\translations\pcsx2/IopIrq.rs	pending				
pcsx2\IopMem.cpp	540	rust\translations\pcsx2/IopMem.rs	translated			2026-06-19T05.14.26	agent-batch-003
pcsx2\IopMem.h	117	rust\translations\pcsx2/IopMem.rs	translated	agent-batch-fillin-003		2026-06-19T05.14.26	agent-batch-003
pcsx2\IopModuleNames.cpp	979	rust\translations\pcsx2/IopModuleNames.rs	pending				
pcsx2\IPU\IPU_Fifo.cpp	139	rust\translations\pcsx2/IPU/IPU_Fifo.rs	translated	agent-batch-fillin-003	2026-06-20T03.48.00	agent-batch-fillin-003
pcsx2\IPU\IPU_Fifo.h	35	rust\translations\pcsx2/IPU/IPU_Fifo.rs	translated	agent-batch-fillin-003	2026-06-20T03.48.00	agent-batch-fillin-003
pcsx2\IPU\IPU_MultiISA.cpp	1707	rust\translations\pcsx2/IPU/IPU_MultiISA.rs	pending				
pcsx2\IPU\IPU_MultiISA.h	130	rust\translations\pcsx2/IPU/IPU_MultiISA.rs	pending				
pcsx2\IPU\IPU.cpp	431	rust\translations\pcsx2/IPU/IPU.rs	translated			2026-06-19T05.29.11	agent-batch-004-005
pcsx2\IPU\IPU.h	248	rust\translations\pcsx2/IPU/IPU.rs	translated			2026-06-19T05.29.11	agent-batch-004-005
pcsx2\IPU\IPUdither.cpp	106	rust\translations\pcsx2/IPU/IPUdither.rs	pending				
pcsx2\IPU\IPUdma.cpp	246	rust\translations\pcsx2/IPU/IPUdma.rs	pending				
pcsx2\IPU\IPUdma.h	23	rust\translations\pcsx2/IPU/IPUdma.rs	pending				
pcsx2\IPU\mpeg2_vlc.h	415	rust\translations\pcsx2/IPU/mpeg2_vlc.rs	pending				
pcsx2\IPU\yuv2rgb.cpp	210	rust\translations\pcsx2/IPU/yuv2rgb.rs	pending				
pcsx2\IPU\yuv2rgb.h	12	rust\translations\pcsx2/IPU/yuv2rgb.rs	pending				
pcsx2\LayeredSettingsInterface.cpp	211	rust\translations\pcsx2/LayeredSettingsInterface.rs	pending				
pcsx2\LayeredSettingsInterface.h	60	rust\translations\pcsx2/LayeredSettingsInterface.rs	pending				
pcsx2\Mdec.cpp	430	rust\translations\pcsx2/Mdec.rs	pending				
pcsx2\Mdec.h	65	rust\translations\pcsx2/Mdec.rs	pending				
pcsx2\Memory.cpp	1072	rust\translations\pcsx2/Memory.rs	pending				
pcsx2\Memory.h	168	rust\translations\pcsx2/Memory.rs	pending				
pcsx2\MemoryTypes.h	56	rust\translations\pcsx2/MemoryTypes.rs	pending				
pcsx2\MMI.cpp	1283	rust\translations\pcsx2/MMI.rs	pending				
pcsx2\MTGS.cpp	rust\translations\pcsx2/MTGS.rsttranslatedt2026-06-19tMTGS batch translation
pcsx2\MTGS.htrust\translations\pcsx2/MTGS.rsttranslatedt2026-06-19tMTGS batch translation
pcsx2\MTVU.cpp	485	rust\translations\pcsx2/MTVU.rs	pending				
pcsx2\MTVU.h	87	rust\translations\pcsx2/MTVU.rs	pending				
pcsx2\Patch.cpp	1655	rust\translations\pcsx2/Patch.rs	pending				
pcsx2\Patch.h	169	rust\translations\pcsx2/Patch.rs	pending				
pcsx2\Pcsx2Config.cpp	2070	rust\translations\pcsx2/Pcsx2Config.rs	pending				
pcsx2\PerformanceMetrics.cpp	307	rust\translations\pcsx2/PerformanceMetrics.rs	translated			2026-06-20T10.00.00	agent-perf-metrics
pcsx2\PerformanceMetrics.h	49	rust\translations\pcsx2/PerformanceMetrics.rs	translated			2026-06-20T10.00.00	agent-perf-metrics
pcsx2\PINE.cpp	686	rust\translations\pcsx2/PINE.rs	pending				
pcsx2\PINE.h	17	rust\translations\pcsx2/PINE.rs	pending				
pcsx2\PrecompiledHeader.cpp	3	rust\translations\pcsx2/PrecompiledHeader.rs	pending				
pcsx2\PrecompiledHeader.h	40	rust\translations\pcsx2/PrecompiledHeader.rs	pending				
pcsx2\ps2\BiosTools.cpp	328	rust\translations\pcsx2/ps2/BiosTools.rs	pending				
pcsx2\ps2\BiosTools.h	240	rust\translations\pcsx2/ps2/BiosTools.rs	pending				
pcsx2\ps2\HwInternal.h	37	rust\translations\pcsx2/ps2/HwInternal.rs	pending				
pcsx2\ps2\Iop\IopHw_Internal.h	196	rust\translations\pcsx2/ps2/Iop/IopHw_Internal.rs	pending				
pcsx2\ps2\Iop\IopHwRead.cpp	435	rust\translations\pcsx2/ps2/Iop/IopHwRead.rs	pending				
pcsx2\ps2\Iop\IopHwWrite.cpp	584	rust\translations\pcsx2/ps2/Iop/IopHwWrite.rs	pending				
pcsx2\ps2\Iop\PsxBios.cpp	90	rust\translations\pcsx2/ps2/Iop/PsxBios.rs	pending				
pcsx2\ps2\pgif.cpp	658	rust\translations\pcsx2/ps2/pgif.rs	pending				
pcsx2\ps2\pgif.h	229	rust\translations\pcsx2/ps2/pgif.rs	pending				
pcsx2\R3000A.cpp	247	rust\translations\pcsx2/R3000A.rs	pending				
pcsx2\R3000A.h	169	rust\translations\pcsx2/R3000A.rs	pending				
pcsx2\R3000AInterpreter.cpp	267	rust\translations\pcsx2/R3000AInterpreter.rs	pending				
pcsx2\R3000AOpcodeTables.cpp	316	rust\translations\pcsx2/R3000AOpcodeTables.rs	pending				
pcsx2\R5900.cpp	689	rust\translations\pcsx2/R5900.rs	pending				
pcsx2\R5900.h	377	rust\translations\pcsx2/R5900.rs	pending				
pcsx2\R5900OpcodeImpl.cpp	1059	rust\translations\pcsx2/R5900OpcodeImpl.rs	pending				
pcsx2\R5900OpcodeTables.cpp	640	rust\translations\pcsx2/R5900OpcodeTables.rs	translated	agent-batch-fillin-005	2026-06-20
pcsx2\R5900OpcodeTables.h	885	rust\translations\pcsx2/R5900OpcodeTables.rs	pending
pcsx2\RDebug\deci2_dbgp.cpp	393	rust\translations\pcsx2/RDebug/deci2_dbgp.rs	pending				
pcsx2\RDebug\deci2_dbgp.h	7	rust\translations\pcsx2/RDebug/deci2_dbgp.rs	pending				
pcsx2\RDebug\deci2_dcmp.cpp	60	rust\translations\pcsx2/RDebug/deci2_dcmp.rs	pending				
pcsx2\RDebug\deci2_dcmp.h	7	rust\translations\pcsx2/RDebug/deci2_dcmp.rs	pending				
pcsx2\RDebug\deci2_drfp.cpp	28	rust\translations\pcsx2/RDebug/deci2_drfp.rs	pending				
pcsx2\RDebug\deci2_drfp.h	6	rust\translations\pcsx2/RDebug/deci2_drfp.rs	pending				
pcsx2\RDebug\deci2_iloadp.cpp	81	rust\translations\pcsx2/RDebug/deci2_iloadp.rs	pending				
pcsx2\RDebug\deci2_iloadp.h	6	rust\translations\pcsx2/RDebug/deci2_iloadp.rs	pending				
pcsx2\RDebug\deci2_netmp.cpp	106	rust\translations\pcsx2/RDebug/deci2_netmp.rs	pending				
pcsx2\RDebug\deci2_netmp.h	6	rust\translations\pcsx2/RDebug/deci2_netmp.rs	pending				
pcsx2\RDebug\deci2_ttyp.cpp	23	rust\translations\pcsx2/RDebug/deci2_ttyp.rs	pending				
pcsx2\RDebug\deci2_ttyp.h	7	rust\translations\pcsx2/RDebug/deci2_ttyp.rs	pending				
pcsx2\RDebug\deci2.cpp	9	rust\translations\pcsx2/RDebug/deci2.rs	pending				
pcsx2\RDebug\deci2.h	39	rust\translations\pcsx2/RDebug/deci2.rs	pending				
pcsx2\Recording\InputRecording.cpp	370	rust\translations\pcsx2/Recording/InputRecording.rs	pending				
pcsx2\Recording\InputRecording.h	53	rust\translations\pcsx2/Recording/InputRecording.rs	pending				
pcsx2\Recording\InputRecordingControls.cpp	86	rust\translations\pcsx2/Recording/InputRecordingControls.rs	pending				
pcsx2\Recording\InputRecordingControls.h	24	rust\translations\pcsx2/Recording/InputRecordingControls.rs	pending				
pcsx2\Recording\InputRecordingFile.cpp	239	rust\translations\pcsx2/Recording/InputRecordingFile.rs	pending				
pcsx2\Recording\InputRecordingFile.h	83	rust\translations\pcsx2/Recording/InputRecordingFile.rs	pending				
pcsx2\Recording\PadData.cpp	145	rust\translations\pcsx2/Recording/PadData.rs	pending				
pcsx2\Recording\PadData.h	45	rust\translations\pcsx2/Recording/PadData.rs	pending				
pcsx2\Recording\Utilities\InputRecordingLogger.cpp	40	rust\translations\pcsx2/Recording/Utilities/InputRecordingLogger.rs	pending				
pcsx2\Recording\Utilities\InputRecordingLogger.h	12	rust\translations\pcsx2/Recording/Utilities/InputRecordingLogger.rs	pending				
pcsx2\SaveState.cpp	1050	rust\translations\pcsx2/SaveStateNew.rs	translated		2026-06-20T00.00.00	agent-savestate-batch
pcsx2\SaveState.h	291	rust\translations\pcsx2/SaveStateNew.rs	translated		2026-06-20T00.00.00	agent-savestate-batch
pcsx2\ShaderCacheVersion.h	5	rust\translations\pcsx2/ShaderCacheVersion.rs	pending				
pcsx2\ShiftJisToUnicode.cpp	812	rust\translations\pcsx2/ShiftJisToUnicode.rs	pending				
pcsx2\Sif.cpp	19	rust\translations\pcsx2/Sif.rs	pending				
pcsx2\Sif.h	173	rust\translations\pcsx2/Sif.rs	pending				
pcsx2\Sif0.cpp	308	rust\translations\pcsx2/Sif0.rs	pending				
pcsx2\Sif1.cpp	293	rust\translations\pcsx2/Sif1.rs	pending				
pcsx2\sif2.cpp	320	rust\translations\pcsx2/sif2.rs	pending				
pcsx2\Sifcmd.h	10	rust\translations\pcsx2/Sifcmd.rs	pending				
pcsx2\SIO\Memcard\MemoryCardFile.cpp	958	rust\translations\pcsx2/SIO/Memcard/MemoryCardFile.rs	pending				
pcsx2\SIO\Memcard\MemoryCardFile.h	54	rust\translations\pcsx2/SIO/Memcard/MemoryCardFile.rs	pending				
pcsx2\SIO\Memcard\MemoryCardFolder.cpp	2053	rust\translations\pcsx2/SIO/Memcard/MemoryCardFolder.rs	pending				
pcsx2\SIO\Memcard\MemoryCardFolder.h	453	rust\translations\pcsx2/SIO/Memcard/MemoryCardFolder.rs	pending				
pcsx2\SIO\Memcard\MemoryCardProtocol.cpp	463	rust\translations\pcsx2/SIO/Memcard/MemoryCardProtocol.rs	pending				
pcsx2\SIO\Memcard\MemoryCardProtocol.h	45	rust\translations\pcsx2/SIO/Memcard/MemoryCardProtocol.rs	pending				
pcsx2\SIO\Multitap\MultitapProtocol.cpp	123	rust\translations\pcsx2/SIO/Multitap/MultitapProtocol.rs	pending				
pcsx2\SIO\Multitap\MultitapProtocol.h	32	rust\translations\pcsx2/SIO/Multitap/MultitapProtocol.rs	pending				
pcsx2\SIO\Pad\Pad.cpp	654	rust\translations\pcsx2/SIO/Pad/Pad.rs	pending				
pcsx2\SIO\Pad\Pad.h	52	rust\translations\pcsx2/SIO/Pad/Pad.rs	pending				
pcsx2\SIO\Pad\PadBase.cpp	30	rust\translations\pcsx2/SIO/Pad/PadBase.rs	pending				
pcsx2\SIO\Pad\PadBase.h	53	rust\translations\pcsx2/SIO/Pad/PadBase.rs	pending				
pcsx2\SIO\Pad\PadDualshock2.cpp	855	rust\translations\pcsx2/SIO/Pad/PadDualshock2.rs	pending				
pcsx2\SIO\Pad\PadDualshock2.h	146	rust\translations\pcsx2/SIO/Pad/PadDualshock2.rs	pending				
pcsx2\SIO\Pad\PadGuitar.cpp	433	rust\translations\pcsx2/SIO/Pad/PadGuitar.rs	pending				
pcsx2\SIO\Pad\PadGuitar.h	81	rust\translations\pcsx2/SIO/Pad/PadGuitar.rs	pending				
pcsx2\SIO\Pad\PadJogcon.cpp	475	rust\translations\pcsx2/SIO/Pad/PadJogcon.rs	pending				
pcsx2\SIO\Pad\PadJogcon.h	106	rust\translations\pcsx2/SIO/Pad/PadJogcon.rs	pending				
pcsx2\SIO\Pad\PadNegcon.cpp	482	rust\translations\pcsx2/SIO/Pad/PadNegcon.rs	pending				
pcsx2\SIO\Pad\PadNegcon.h	116	rust\translations\pcsx2/SIO/Pad/PadNegcon.rs	pending				
pcsx2\SIO\Pad\PadNotConnected.cpp	90	rust\translations\pcsx2/SIO/Pad/PadNotConnected.rs	pending				
pcsx2\SIO\Pad\PadNotConnected.h	33	rust\translations\pcsx2/SIO/Pad/PadNotConnected.rs	pending				
pcsx2\SIO\Pad\PadPopn.cpp	506	rust\translations\pcsx2/SIO/Pad/PadPopn.rs	pending				
pcsx2\SIO\Pad\PadPopn.h	106	rust\translations\pcsx2/SIO/Pad/PadPopn.rs	pending				
pcsx2\SIO\Pad\PadTypes.h	94	rust\translations\pcsx2/SIO/Pad/PadTypes.rs	pending				
pcsx2\SIO\Sio.cpp	140	rust\translations\pcsx2/SIO/Sio.rs	pending				
pcsx2\SIO\Sio.h	106	rust\translations\pcsx2/SIO/Sio.rs	pending				
pcsx2\SIO\Sio0.cpp	282	rust\translations\pcsx2/SIO/Sio0.rs	pending				
pcsx2\SIO\Sio0.h	50	rust\translations\pcsx2/SIO/Sio0.rs	pending				
pcsx2\SIO\Sio2.cpp	475	rust\translations\pcsx2/SIO/Sio2.rs	pending				
pcsx2\SIO\Sio2.h	55	rust\translations\pcsx2/SIO/Sio2.rs	pending				
pcsx2\SIO\SioTypes.h	146	rust\translations\pcsx2/SIO/SioTypes.rs	pending				
pcsx2\SourceLog.cpp	169	rust\translations\pcsx2/SourceLog.rs	pending				
pcsx2\SPR.cpp	443	rust\translations\pcsx2/FwSpr.rs	translated	agent-batch-fillin-002		2026-06-19	agent-batch-fillin-002
pcsx2\SPR.h	7	rust\translations\pcsx2/FwSpr.rs	translated	agent-batch-fillin-002		2026-06-19	agent-batch-fillin-002				
pcsx2\SPU2\ADSR.cpp	149	rust\translations\pcsx2/SPU2/ADSR.rs	pending				
pcsx2\SPU2\Debug.cpp	510	rust\translations\pcsx2/SPU2/Debug.rs	pending				
pcsx2\SPU2\Debug.h	81	rust\translations\pcsx2/SPU2/Debug.rs	pending				
pcsx2\SPU2\defs.h	506	rust\translations\pcsx2/SPU2/defs.rs	pending				
pcsx2\SPU2\Dma.cpp	427	rust\translations\pcsx2/SPU2/Dma.rs	pending				
pcsx2\SPU2\Dma.h	13	rust\translations\pcsx2/SPU2/Dma.rs	pending				
pcsx2\SPU2\interpolate_table.h	302	rust\translations\pcsx2/SPU2/interpolate_table.rs	pending				
pcsx2\SPU2\Mixer.cpp	490	rust\translations\pcsx2/SPU2/Mixer.rs	pending				
pcsx2\SPU2\ReadInput.cpp	139	rust\translations\pcsx2/SPU2/ReadInput.rs	pending				
pcsx2\SPU2\regs.h	131	rust\translations\pcsx2/SPU2/regs.rs	pending				
pcsx2\SPU2\RegTable.cpp	265	rust\translations\pcsx2/SPU2/RegTable.rs	pending				
pcsx2\SPU2\Reverb.cpp	121	rust\translations\pcsx2/SPU2/Reverb.rs	pending				
pcsx2\SPU2\ReverbResample.cpp	208	rust\translations\pcsx2/SPU2/ReverbResample.rs	pending				
pcsx2\SPU2\spdif.h	73	rust\translations\pcsx2/SPU2/spdif.rs	pending				
pcsx2\SPU2\spu2.cpp	437	rust\translations\pcsx2/SPU2/spu2.rs	translated			2026-06-19T05.29.11	agent-batch-004-005
pcsx2\SPU2\spu2.h	59	rust\translations\pcsx2/SPU2/spu2.rs	translated			2026-06-19T05.29.11	agent-batch-004-005
pcsx2\SPU2\spu2freeze.cpp	136	rust\translations\pcsx2/SPU2/spu2freeze.rs	pending				
pcsx2\SPU2\spu2sys.cpp	1389	rust\translations\pcsx2/SPU2/spu2sys.rs	pending				
pcsx2\SPU2\Wavedump_wav.cpp	67	rust\translations\pcsx2/SPU2/Wavedump_wav.rs	pending				
pcsx2\StateWrapper.cpp	227	rust\translations\pcsx2/StateWrapper.rs	pending				
pcsx2\StateWrapper.h	234	rust\translations\pcsx2/StateWrapper.rs	pending				
pcsx2\SupportURLs.h	11	rust\translations\pcsx2/SupportURLs.rs	pending				
pcsx2\USB\deviceproxy.cpp	81	rust\translations\pcsx2/USB/deviceproxy.rs	pending				
pcsx2\USB\deviceproxy.h	111	rust\translations\pcsx2/USB/deviceproxy.rs	pending				
pcsx2\USB\qemu-usb\bus.cpp	107	rust\translations\pcsx2/USB/qemu-usb/bus.rs	pending				
pcsx2\USB\qemu-usb\core.cpp	793	rust\translations\pcsx2/USB/qemu-usb/core.rs	pending				
pcsx2\USB\qemu-usb\desc.cpp	795	rust\translations\pcsx2/USB/qemu-usb/desc.rs	pending				
pcsx2\USB\qemu-usb\desc.h	246	rust\translations\pcsx2/USB/qemu-usb/desc.rs	pending				
pcsx2\USB\qemu-usb\hid.cpp	757	rust\translations\pcsx2/USB/qemu-usb/hid.rs	pending				
pcsx2\USB\qemu-usb\hid.h	301	rust\translations\pcsx2/USB/qemu-usb/hid.rs	pending				
pcsx2\USB\qemu-usb\input-keymap-qcode-to-qnum.cpp	201	rust\translations\pcsx2/USB/qemu-usb/input-keymap-qcode-to-qnum.rs	pending				
pcsx2\USB\qemu-usb\input-keymap.h	6	rust\translations\pcsx2/USB/qemu-usb/input-keymap.rs	pending				
pcsx2\USB\qemu-usb\queue.h	515	rust\translations\pcsx2/USB/qemu-usb/queue.rs	pending				
pcsx2\USB\qemu-usb\qusb.h	489	rust\translations\pcsx2/USB/qemu-usb/qusb.rs	pending				
pcsx2\USB\qemu-usb\usb-ohci.cpp	1449	rust\translations\pcsx2/USB/qemu-usb/usb-ohci.rs	pending				
pcsx2\USB\qemu-usb\USBinternal.h	239	rust\translations\pcsx2/USB/qemu-usb/USBinternal.rs	pending				
pcsx2\USB\shared\ringbuffer.cpp	73	rust\translations\pcsx2/USB/shared/ringbuffer.rs	pending				
pcsx2\USB\shared\ringbuffer.h	26	rust\translations\pcsx2/USB/shared/ringbuffer.rs	pending				
pcsx2\USB\usb-eyetoy\cam-jpeg.cpp	135	rust\translations\pcsx2/USB/usb-eyetoy/cam-jpeg.rs	pending				
pcsx2\USB\usb-eyetoy\cam-jpeg.h	6	rust\translations\pcsx2/USB/usb-eyetoy/cam-jpeg.rs	pending				
pcsx2\USB\usb-eyetoy\cam-linux.cpp	586	rust\translations\pcsx2/USB/usb-eyetoy/cam-linux.rs	pending				
pcsx2\USB\usb-eyetoy\cam-linux.h	26	rust\translations\pcsx2/USB/usb-eyetoy/cam-linux.rs	pending				
pcsx2\USB\usb-eyetoy\cam-macos.h	41	rust\translations\pcsx2/USB/usb-eyetoy/cam-macos.rs	pending				
pcsx2\USB\usb-eyetoy\cam-noop.cpp	44	rust\translations\pcsx2/USB/usb-eyetoy/cam-noop.rs	pending				
pcsx2\USB\usb-eyetoy\cam-windows.cpp	523	rust\translations\pcsx2/USB/usb-eyetoy/cam-windows.rs	pending				
pcsx2\USB\usb-eyetoy\cam-windows.h	93	rust\translations\pcsx2/USB/usb-eyetoy/cam-windows.rs	pending				
pcsx2\USB\usb-eyetoy\jo_mpeg.cpp	288	rust\translations\pcsx2/USB/usb-eyetoy/jo_mpeg.rs	pending				
pcsx2\USB\usb-eyetoy\jo_mpeg.h	20	rust\translations\pcsx2/USB/usb-eyetoy/jo_mpeg.rs	pending				
pcsx2\USB\usb-eyetoy\ov519.h	44	rust\translations\pcsx2/USB/usb-eyetoy/ov519.rs	pending				
pcsx2\USB\usb-eyetoy\usb-eyetoy-webcam.cpp	500	rust\translations\pcsx2/USB/usb-eyetoy/usb-eyetoy-webcam.rs	pending				
pcsx2\USB\usb-eyetoy\usb-eyetoy-webcam.h	422	rust\translations\pcsx2/USB/usb-eyetoy/usb-eyetoy-webcam.rs	pending				
pcsx2\USB\usb-eyetoy\videodev.h	38	rust\translations\pcsx2/USB/usb-eyetoy/videodev.rs	pending				
pcsx2\USB\usb-hid\usb-hid.cpp	873	rust\translations\pcsx2/USB/usb-hid/usb-hid.rs	pending				
pcsx2\USB\usb-hid\usb-hid.h	33	rust\translations\pcsx2/USB/usb-hid/usb-hid.rs	pending				
pcsx2\USB\usb-lightgun\guncon2.cpp	590	rust\translations\pcsx2/USB/usb-lightgun/guncon2.rs	pending				
pcsx2\USB\usb-lightgun\guncon2.h	21	rust\translations\pcsx2/USB/usb-lightgun/guncon2.rs	pending				
pcsx2\USB\usb-mic\audio.h	306	rust\translations\pcsx2/USB/usb-mic/audio.rs	pending				
pcsx2\USB\usb-mic\audiodev-cubeb.cpp	239	rust\translations\pcsx2/USB/usb-mic/audiodev-cubeb.rs	pending				
pcsx2\USB\usb-mic\audiodev-cubeb.h	42	rust\translations\pcsx2/USB/usb-mic/audiodev-cubeb.rs	pending				
pcsx2\USB\usb-mic\audiodev-noop.h	33	rust\translations\pcsx2/USB/usb-mic/audiodev-noop.rs	pending				
pcsx2\USB\usb-mic\audiodev.h	57	rust\translations\pcsx2/USB/usb-mic/audiodev.rs	pending				
pcsx2\USB\usb-mic\usb-headset.cpp	903	rust\translations\pcsx2/USB/usb-mic/usb-headset.rs	pending				
pcsx2\USB\usb-mic\usb-headset.h	17	rust\translations\pcsx2/USB/usb-mic/usb-headset.rs	pending				
